"meiosis" "parent" "offspring" "yapp_CO_count"
"8L48501_8M31283" "8L48501" "8M31283" 13
"8L48542_8L57742" "8L48542" "8L57742" 15
"8L48555_8L64824" "8L48555" "8L64824" 9
"8L48555_8L64840" "8L48555" "8L64840" 10
"8L48581_8309288" "8L48581" "8309288" 28
"8L48581_8816486" "8L48581" "8816486" 27
"8L48607_8L19722" "8L48607" "8L19722" 29
"8L48607_8L19723" "8L48607" "8L19723" 24
"8L48607_8L48694" "8L48607" "8L48694" 25
"8L48607_8L48695" "8L48607" "8L48695" 16
"8L48607_8L52965" "8L48607" "8L52965" 26
"8L48608_8816452" "8L48608" "8816452" 20
"8L48608_8L48694" "8L48608" "8L48694" 14
"8L48608_8L48695" "8L48608" "8L48695" 19
"8L48608_8L52965" "8L48608" "8L52965" 14
"8L48611_8L49912" "8L48611" "8L49912" 15
"8L48662_8309272" "8L48662" "8309272" 26
"8L48691_8L19931" "8L48691" "8L19931" 21
"8L48691_8L19961" "8L48691" "8L19961" 21
"8L48691_8L48467" "8L48691" "8L48467" 20
"8L48694_8118426" "8L48694" "8118426" 14
"8L49909_8L26538" "8L49909" "8L26538" 15
"8L49910_8L89265" "8L49910" "8L89265" 18
"8L49910_8L89266" "8L49910" "8L89266" 14
"8L49912_8L64954" "8L49912" "8L64954" 23
"8L49917_8L19991" "8L49917" "8L19991" 15
"8L49917_8L19992" "8L49917" "8L19992" 13
"8L49917_8L19995" "8L49917" "8L19995" 16
"8L49917_8L89363" "8L49917" "8L89363" 12
"8L49917_8M31535" "8L49917" "8M31535" 15
"8L49917_8M31536" "8L49917" "8M31536" 17
"8L49934_8816427" "8L49934" "8816427" 20
"8L49934_8816428" "8L49934" "8816428" 18
"8L49934_8L49935" "8L49934" "8L49935" 21
"8L49938_8M31328" "8L49938" "8M31328" 16
"8L49938_8M31331" "8L49938" "8M31331" 13
"8L49938_8M31873" "8L49938" "8M31873" 9
"8L49938_8M31945" "8L49938" "8M31945" 18
"8L49938_8M71060" "8L49938" "8M71060" 17
"8L49938_8M72674" "8L49938" "8M72674" 16
"8L49957_8L89875" "8L49957" "8L89875" 9
"8L49960_8L89715" "8L49960" "8L89715" 14
"8L49960_8M71100" "8L49960" "8M71100" 15
"8L49963_8M31706" "8L49963" "8M31706" 23
"8L49963_8M72649" "8L49963" "8M72649" 16
"8L49963_8N06517" "8L49963" "8N06517" 15
"8L49974_8L89836" "8L49974" "8L89836" 24
"8L49974_8M31452" "8L49974" "8M31452" 23
"8L49974_8M31869" "8L49974" "8M31869" 18
"8L49974_8M72777" "8L49974" "8M72777" 16
"8L49991_8668480" "8L49991" "8668480" 28
"8L49991_8L26576" "8L49991" "8L26576" 24
"8L49991_8L26578" "8L49991" "8L26578" 16
"8L49991_8L26597" "8L49991" "8L26597" 25
"8L49991_8M31550" "8L49991" "8M31550" 17
"8L49991_8M72633" "8L49991" "8M72633" 19
"8L49991_8M72638" "8L49991" "8M72638" 22
"8L49991_8M72897" "8L49991" "8M72897" 19
"8L49991_8N05472" "8L49991" "8N05472" 24
"8L49991_8N05717" "8L49991" "8N05717" 15
"8L52202_8L19835" "8L52202" "8L19835" 28
"8L52211_8L48445" "8L52211" "8L48445" 11
"8L52212_8309185" "8L52212" "8309185" 31
"8L52212_8309274" "8L52212" "8309274" 29
"8L52212_8L52964" "8L52212" "8L52964" 29
"8L52223_8L26528" "8L52223" "8L26528" 19
"8L52223_8L64813" "8L52223" "8L64813" 27
"8L52239_8M71612" "8L52239" "8M71612" 19
"8L52239_8M72124" "8L52239" "8M72124" 15
"8L52239_8M72125" "8L52239" "8M72125" 15
"8L52241_8M72257" "8L52241" "8M72257" 14
"8L52243_8L89269" "8L52243" "8L89269" 22
"8L52283_8L19568" "8L52283" "8L19568" 6
"8L52303_8M71085" "8L52303" "8M71085" 15
"8L52305_8309269" "8L52305" "8309269" 25
"8L52305_8L89209" "8L52305" "8L89209" 25
"8L52305_8L89210" "8L52305" "8L89210" 23
"8L52305_8L89211" "8L52305" "8L89211" 28
"8L52310_8L49974" "8L52310" "8L49974" 20
"8L52310_8L64278" "8L52310" "8L64278" 17
"8L52310_8L64280" "8L52310" "8L64280" 15
"8L52310_8L64283" "8L52310" "8L64283" 17
"8L52401_8L19998" "8L52401" "8L19998" 16
"8L52404_8309161" "8L52404" "8309161" 13
"8L52411_8L26570" "8L52411" "8L26570" 12
"8L52418_8N06519" "8L52418" "8N06519" 7
"8L52419_8L89704" "8L52419" "8L89704" 16
"8L52419_8L89711" "8L52419" "8L89711" 26
"8L52419_8L89748" "8L52419" "8L89748" 16
"8L52419_8M31605" "8L52419" "8M31605" 20
"8L52420_8816930" "8L52420" "8816930" 13
"8L52420_8816940" "8L52420" "8816940" 14
"8L52420_8L89296" "8L52420" "8L89296" 15
"8L52420_8L89650" "8L52420" "8L89650" 13
"8L52420_8M31526" "8L52420" "8M31526" 15
"8L52420_8M71285" "8L52420" "8M71285" 13
"8L52426_8L64215" "8L52426" "8L64215" 24
"8L52426_8M31528" "8L52426" "8M31528" 15
"8L52426_8M31561" "8L52426" "8M31561" 21
"8L52428_8L89273" "8L52428" "8L89273" 21
"8L52428_8L89741" "8L52428" "8L89741" 22
"8L52428_8M31527" "8L52428" "8M31527" 13
"8L52428_8M31562" "8L52428" "8M31562" 20
"8L52428_8N05533" "8L52428" "8N05533" 29
"8L52504_8L89432" "8L52504" "8L89432" 11
"8L52533_8L19979" "8L52533" "8L19979" 25
"8L52534_8L19936" "8L52534" "8L19936" 9
"8L52534_8L89530" "8L52534" "8L89530" 13
"8L52550_8L52549" "8L52550" "8L52549" 16
"8L52550_8L64903" "8L52550" "8L64903" 20
"8L52550_8L89508" "8L52550" "8L89508" 28
"8L52551_8L89709" "8L52551" "8L89709" 17
"8L52551_8L89713" "8L52551" "8L89713" 19
"8L52552_8816936" "8L52552" "8816936" 22
"8L52552_8L89259" "8L52552" "8L89259" 17
"8L52574_8L89804" "8L52574" "8L89804" 23
"8L52574_8M31642" "8L52574" "8M31642" 21
"8L52574_8N06398" "8L52574" "8N06398" 21
"8L52596_8309287" "8L52596" "8309287" 18
"8L52596_8L19977" "8L52596" "8L19977" 17
"8L52597_8L19722" "8L52597" "8L19722" 15
"8L52597_8L19723" "8L52597" "8L19723" 13
"8L52598_8L89457" "8L52598" "8L89457" 17
"8L52598_8M31642" "8L52598" "8M31642" 12
"8L52614_8L64839" "8L52614" "8L64839" 20
"8L52614_8L89995" "8L52614" "8L89995" 19
"8L52674_8L89333" "8L52674" "8L89333" 10
"8L52920_8816919" "8L52920" "8816919" 17
"8L52920_8L26579" "8L52920" "8L26579" 17
"8L52920_8L52922" "8L52920" "8L52922" 14
"8L52920_8L89230" "8L52920" "8L89230" 18
"8L52931_8L89704" "8L52931" "8L89704" 28
"8L52931_8L89724" "8L52931" "8L89724" 25
"8L52931_8M31352" "8L52931" "8M31352" 20
"8L52943_8309158" "8L52943" "8309158" 13
"8L52943_8L19899" "8L52943" "8L19899" 16
"8L52954_8816483" "8L52954" "8816483" 14
"8L52954_8L89652" "8L52954" "8L89652" 7
"8L52954_8L89654" "8L52954" "8L89654" 18
"8L52954_8L89655" "8L52954" "8L89655" 13
"8L52954_8M31382" "8L52954" "8M31382" 22
"8L52962_8L89333" "8L52962" "8L89333" 23
"8L52963_8668480" "8L52963" "8668480" 17
"8L52963_8L26597" "8L52963" "8L26597" 17
"8L52963_8L89423" "8L52963" "8L89423" 11
"8L52965_8M31542" "8L52965" "8M31542" 22
"8L52965_8M31546" "8L52965" "8M31546" 18
"8L52965_8M31547" "8L52965" "8M31547" 21
"8L52965_8M71292" "8L52965" "8M71292" 17
"8L52965_8M72610" "8L52965" "8M72610" 19
"8L52965_8N05436" "8L52965" "8N05436" 16
"8L52965_8N73423" "8L52965" "8N73423" 19
"8L52967_8816455" "8L52967" "8816455" 29
"8L52967_8816456" "8L52967" "8816456" 25
"8L52967_8L48334" "8L52967" "8L48334" 23
"8L52974_8L48320" "8L52974" "8L48320" 9
"8L52974_8L48323" "8L52974" "8L48323" 15
"8L52974_8L89720" "8L52974" "8L89720" 17
"8L52974_8L89724" "8L52974" "8L89724" 12
"8L52978_8L19937" "8L52978" "8L19937" 9
"8L52978_8L26586" "8L52978" "8L26586" 23
"8L52978_8L89507" "8L52978" "8L89507" 20
"8L52978_8L89521" "8L52978" "8L89521" 17
"8L57729_8N06408" "8L57729" "8N06408" 10
"8L57789_8M71700" "8L57789" "8M71700" 15
"8L57789_8M71758" "8L57789" "8M71758" 27
"8L57789_8M72190" "8L57789" "8M72190" 24
"8L57789_8M72327" "8L57789" "8M72327" 17
"8L57906_8M72289" "8L57906" "8M72289" 20
"8L57906_8N06293" "8L57906" "8N06293" 31
"8L57906_8N72476" "8L57906" "8N72476" 18
"8L57916_8M71662" "8L57916" "8M71662" 13
"8L57916_8M72030" "8L57916" "8M72030" 12
"8L57916_8M72031" "8L57916" "8M72031" 13
"8L57916_8M72291" "8L57916" "8M72291" 21
"8L57916_8M72292" "8L57916" "8M72292" 13
"8L57916_8M72295" "8L57916" "8M72295" 15
"8L57923_8N06098" "8L57923" "8N06098" 14
"8L57943_8N06146" "8L57943" "8N06146" 19
"8L64134_8M72881" "8L64134" "8M72881" 26
"8L64156_8L89026" "8L64156" "8L89026" 19
"8L64157_8L57906" "8L64157" "8L57906" 18
"8L64157_8L57942" "8L64157" "8L57942" 23
"8L64157_8M71084" "8L64157" "8M71084" 18
"8L64157_8N73201" "8L64157" "8N73201" 33
"8L64157_8N73376" "8L64157" "8N73376" 16
"8L64175_8M72062" "8L64175" "8M72062" 21
"8L64202_8M72945" "8L64202" "8M72945" 17
"8L64202_8M72947" "8L64202" "8M72947" 19
"8L64206_8M72797" "8L64206" "8M72797" 21
"8L64210_8L89680" "8L64210" "8L89680" 19
"8L64210_8L89682" "8L64210" "8L89682" 16
"8L64210_8M71218" "8L64210" "8M71218" 13
"8L64210_8M71220" "8L64210" "8M71220" 17
"8L64210_8M72638" "8L64210" "8M72638" 8
"8L64210_8M72913" "8L64210" "8M72913" 14
"8L64210_8M72914" "8L64210" "8M72914" 16
"8L64210_8N72354" "8L64210" "8N72354" 14
"8L64210_8N73084" "8L64210" "8N73084" 19
"8L64215_8M31632" "8L64215" "8M31632" 18
"8L64215_8M31927" "8L64215" "8M31927" 14
"8L64216_8M31342" "8L64216" "8M31342" 17
"8L64224_8M31516" "8L64224" "8M31516" 16
"8L64224_8M71513" "8L64224" "8M71513" 17
"8L64271_8M72605" "8L64271" "8M72605" 16
"8L64271_8N05710" "8L64271" "8N05710" 17
"8L64272_8M31288" "8L64272" "8M31288" 14
"8L64272_8M31384" "8L64272" "8M31384" 19
"8L64272_8M31936" "8L64272" "8M31936" 11
"8L64272_8N06920" "8L64272" "8N06920" 18
"8L64272_8N72785" "8L64272" "8N72785" 15
"8L64283_8M31480" "8L64283" "8M31480" 20
"8L64286_8L89628" "8L64286" "8L89628" 16
"8L64327_8L89987" "8L64327" "8L89987" 16
"8L64327_8L89992" "8L64327" "8L89992" 17
"8L64327_8N72012" "8L64327" "8N72012" 17
"8L64327_8N72448" "8L64327" "8N72448" 10
"8L64373_8M71083" "8L64373" "8M71083" 13
"8L64373_8N06281" "8L64373" "8N06281" 17
"8L64373_8N06285" "8L64373" "8N06285" 18
"8L64373_8N06288" "8L64373" "8N06288" 15
"8L64373_8N06291" "8L64373" "8N06291" 17
"8L64373_8N72235" "8L64373" "8N72235" 17
"8L64373_8N72266" "8L64373" "8N72266" 16
"8L64373_8N72438" "8L64373" "8N72438" 17
"8L64397_8M71736" "8L64397" "8M71736" 17
"8L64397_8M72032" "8L64397" "8M72032" 14
"8L64397_8M72036" "8L64397" "8M72036" 11
"8L64398_8L64156" "8L64398" "8L64156" 28
"8L64398_8L64157" "8L64398" "8L64157" 26
"8L64398_8L89929" "8L64398" "8L89929" 25
"8L64813_8L64148" "8L64813" "8L64148" 14
"8L64813_8L64149" "8L64813" "8L64149" 17
"8L64813_8M72168" "8L64813" "8M72168" 14
"8L64813_8M72269" "8L64813" "8M72269" 16
"8L64813_8M72272" "8L64813" "8M72272" 17
"8L64813_8M72273" "8L64813" "8M72273" 17
"8L64813_8M72274" "8L64813" "8M72274" 15
"8L64813_8N06132" "8L64813" "8N06132" 12
"8L64813_8N06146" "8L64813" "8N06146" 14
"8L64813_8N06210" "8L64813" "8N06210" 11
"8L64819_8L89049" "8L64819" "8L89049" 22
"8L64819_8M31164" "8L64819" "8M31164" 14
"8L64820_8M71083" "8L64820" "8M71083" 18
"8L64820_8M71084" "8L64820" "8M71084" 14
"8L64820_8N06285" "8L64820" "8N06285" 16
"8L64821_8L57906" "8L64821" "8L57906" 26
"8L64821_8L57942" "8L64821" "8L57942" 25
"8L64824_8M31109" "8L64824" "8M31109" 28
"8L64824_8M71691" "8L64824" "8M71691" 33
"8L64824_8M72186" "8L64824" "8M72186" 32
"8L64840_8M31035" "8L64840" "8M31035" 6
"8L64858_8L57943" "8L64858" "8L57943" 18
"8L64858_8M72185" "8L64858" "8M72185" 17
"8L64901_8M31484" "8L64901" "8M31484" 26
"8L64901_8M31585" "8L64901" "8M31585" 30
"8L64901_8M71060" "8L64901" "8M71060" 32
"8L64901_8M72674" "8L64901" "8M72674" 30
"8L64903_8L89389" "8L64903" "8L89389" 29
"8L64903_8L89434" "8L64903" "8L89434" 38
"8L64903_8L89436" "8L64903" "8L89436" 21
"8L64933_8M31338" "8L64933" "8M31338" 17
"8L64933_8M71061" "8L64933" "8M71061" 18
"8L64976_8M31516" "8L64976" "8M31516" 14
"8L89026_8L57941" "8L89026" "8L57941" 12
"8L89202_8M31508" "8L89202" "8M31508" 15
"8L89230_8M31543" "8L89230" "8M31543" 28
"8L89230_8M31548" "8L89230" "8M31548" 23
"8L89230_8M71293" "8L89230" "8M71293" 17
"8L89230_8M71303" "8L89230" "8M71303" 23
"8L89230_8M72601" "8L89230" "8M72601" 14
"8L89230_8N05087" "8L89230" "8N05087" 15
"8L89230_8N05437" "8L89230" "8N05437" 21
"8L89230_8N05446" "8L89230" "8N05446" 24
"8L89230_8N05494" "8L89230" "8N05494" 20
"8L89244_8L89644" "8L89244" "8L89644" 15
"8L89244_8L89675" "8L89244" "8L89675" 17
"8L89244_8L89683" "8L89244" "8L89683" 24
"8L89244_8M31714" "8L89244" "8M31714" 20
"8L89245_8M31551" "8L89245" "8M31551" 24
"8L89245_8M31715" "8L89245" "8M31715" 22
"8L89245_8M72792" "8L89245" "8M72792" 30
"8L89245_8M72795" "8L89245" "8M72795" 21
"8L89254_8M72618" "8L89254" "8M72618" 12
"8L89254_8M72809" "8L89254" "8M72809" 11
"8L89254_8N05747" "8L89254" "8N05747" 10
"8L89254_8N05750" "8L89254" "8N05750" 13
"8L89254_8N06931" "8L89254" "8N06931" 12
"8L89254_8N06942" "8L89254" "8N06942" 18
"8L89266_8M31511" "8L89266" "8M31511" 20
"8L89268_8M31508" "8L89268" "8M31508" 14
"8L89268_8M72666" "8L89268" "8M72666" 16
"8L89268_8M72668" "8L89268" "8M72668" 17
"8L89268_8M72679" "8L89268" "8M72679" 18
"8L89268_8N06958" "8L89268" "8N06958" 14
"8L89268_8N73509" "8L89268" "8N73509" 15
"8L89269_8M31344" "8L89269" "8M31344" 16
"8L89269_8M72934" "8L89269" "8M72934" 21
"8L89276_8M71210" "8L89276" "8M71210" 19
"8L89276_8N05810" "8L89276" "8N05810" 22
"8L89277_8M31262" "8L89277" "8M31262" 20
"8L89277_8M31291" "8L89277" "8M31291" 13
"8L89277_8M72909" "8L89277" "8M72909" 20
"8L89277_8N05094" "8L89277" "8N05094" 14
"8L89282_8M71092" "8L89282" "8M71092" 24
"8L89282_8M71098" "8L89282" "8M71098" 25
"8L89282_8M71254" "8L89282" "8M71254" 17
"8L89282_8N06347" "8L89282" "8N06347" 23
"8L89282_8N06727" "8L89282" "8N06727" 16
"8L89296_8M72618" "8L89296" "8M72618" 12
"8L89296_8N06942" "8L89296" "8N06942" 18
"8L89334_8M31713" "8L89334" "8M31713" 13
"8L89334_8N05438" "8L89334" "8N05438" 16
"8L89335_8L89423" "8L89335" "8L89423" 21
"8L89335_8M31545" "8L89335" "8M31545" 21
"8L89335_8M31756" "8L89335" "8M31756" 25
"8L89337_8M31480" "8L89337" "8M31480" 19
"8L89337_8M72722" "8L89337" "8M72722" 15
"8L89337_8M72725" "8L89337" "8M72725" 20
"8L89337_8N06355" "8L89337" "8N06355" 13
"8L89352_8M31295" "8L89352" "8M31295" 19
"8L89352_8M71269" "8L89352" "8M71269" 19
"8L89363_8L19999" "8L89363" "8L19999" 11
"8L89363_8M31844" "8L89363" "8M31844" 13
"8L89363_8M31973" "8L89363" "8M31973" 17
"8L89366_8M31893" "8L89366" "8M31893" 13
"8L89371_8M31293" "8L89371" "8M31293" 22
"8L89371_8M31923" "8L89371" "8M31923" 19
"8L89371_8M31938" "8L89371" "8M31938" 15
"8L89371_8M71257" "8L89371" "8M71257" 9
"8L89371_8M71258" "8L89371" "8M71258" 18
"8L89371_8M71312" "8L89371" "8M71312" 26
"8L89371_8M71315" "8L89371" "8M71315" 14
"8L89371_8M72976" "8L89371" "8M72976" 13
"8L89372_8L89886" "8L89372" "8L89886" 20
"8L89372_8N05847" "8L89372" "8N05847" 26
"8L89384_8M31476" "8L89384" "8M31476" 23
"8L89387_8N06311" "8L89387" "8N06311" 14
"8L89387_8N06736" "8L89387" "8N06736" 20
"8L89387_8N06749" "8L89387" "8N06749" 23
"8L89388_8M72677" "8L89388" "8M72677" 14
"8L89388_8N06787" "8L89388" "8N06787" 19
"8L89388_8N06798" "8L89388" "8N06798" 21
"8L89389_8L89886" "8L89389" "8L89886" 18
"8L89389_8M71086" "8L89389" "8M71086" 16
"8L89389_8M72719" "8L89389" "8M72719" 21
"8L89389_8N06330" "8L89389" "8N06330" 19
"8L89391_8M71835" "8L89391" "8M71835" 16
"8L89391_8M71836" "8L89391" "8M71836" 13
"8L89391_8M72716" "8L89391" "8M72716" 22
"8L89395_8M72739" "8L89395" "8M72739" 15
"8L89395_8N05057" "8L89395" "8N05057" 14
"8L89395_8N06395" "8L89395" "8N06395" 15
"8L89395_8N06532" "8L89395" "8N06532" 15
"8L89399_8M71290" "8L89399" "8M71290" 36
"8L89399_8M71296" "8L89399" "8M71296" 19
"8L89399_8M71301" "8L89399" "8M71301" 17
"8L89399_8N05086" "8L89399" "8N05086" 29
"8L89399_8N72389" "8L89399" "8N72389" 23
"8L89399_8N72391" "8L89399" "8N72391" 18
"8L89423_8M31554" "8L89423" "8M31554" 15
"8L89434_8M31374" "8L89434" "8M31374" 19
"8L89441_8M31304" "8L89441" "8M31304" 13
"8L89466_8L89680" "8L89466" "8L89680" 17
"8L89466_8L89682" "8L89466" "8L89682" 22
"8L89466_8M71218" "8L89466" "8M71218" 25
"8L89466_8M71220" "8L89466" "8M71220" 18
"8L89466_8M72913" "8L89466" "8M72913" 25
"8L89466_8M72914" "8L89466" "8M72914" 20
"8L89466_8N72354" "8L89466" "8N72354" 14
"8L89466_8N73084" "8L89466" "8N73084" 14
"8L89467_8L26579" "8L89467" "8L26579" 30
"8L89467_8L89230" "8L89467" "8L89230" 28
"8L89470_8L89337" "8L89470" "8L89337" 32
"8L89470_8L89399" "8L89470" "8L89399" 34
"8L89471_8M71293" "8L89471" "8M71293" 18
"8L89471_8M71295" "8L89471" "8M71295" 19
"8L89471_8M71303" "8L89471" "8M71303" 19
"8L89471_8M72601" "8L89471" "8M72601" 18
"8L89471_8N05087" "8L89471" "8N05087" 15
"8L89471_8N05437" "8L89471" "8N05437" 20
"8L89471_8N05446" "8L89471" "8N05446" 17
"8L89502_8L89691" "8L89502" "8L89691" 22
"8L89502_8M31262" "8L89502" "8M31262" 25
"8L89502_8M31291" "8L89502" "8M31291" 13
"8L89502_8M72909" "8L89502" "8M72909" 26
"8L89507_8L89616" "8L89507" "8L89616" 22
"8L89507_8M72608" "8L89507" "8M72608" 21
"8L89507_8M72609" "8L89507" "8M72609" 15
"8L89507_8M72969" "8L89507" "8M72969" 21
"8L89507_8N05460" "8L89507" "8N05460" 25
"8L89507_8N05467" "8L89507" "8N05467" 24
"8L89507_8N05705" "8L89507" "8N05705" 12
"8L89507_8N72616" "8L89507" "8N72616" 25
"8L89507_8N72655" "8L89507" "8N72655" 15
"8L89508_8L89516" "8L89508" "8L89516" 16
"8L89514_8L89507" "8L89514" "8L89507" 20
"8L89514_8L89517" "8L89514" "8L89517" 20
"8L89514_8L89521" "8L89514" "8L89521" 12
"8L89514_8M71093" "8L89514" "8M71093" 15
"8L89514_8M71256" "8L89514" "8M71256" 17
"8L89516_8M31288" "8L89516" "8M31288" 19
"8L89516_8M31384" "8L89516" "8M31384" 16
"8L89516_8M31936" "8L89516" "8M31936" 18
"8L89517_8M31295" "8L89517" "8M31295" 20
"8L89517_8M71269" "8L89517" "8M71269" 14
"8L89518_8M71064" "8L89518" "8M71064" 19
"8L89518_8M71268" "8L89518" "8M71268" 27
"8L89518_8N72664" "8L89518" "8N72664" 23
"8L89525_8M31627" "8L89525" "8M31627" 16
"8L89525_8M72673" "8L89525" "8M72673" 9
"8L89537_8M31445" "8L89537" "8M31445" 19
"8L89613_8M72951" "8L89613" "8M72951" 15
"8L89613_8M72954" "8L89613" "8M72954" 15
"8L89615_8M72673" "8L89615" "8M72673" 28
"8L89634_8M71864" "8L89634" "8M71864" 22
"8L89634_8N06355" "8L89634" "8N06355" 21
"8L89634_8N06360" "8L89634" "8N06360" 19
"8L89637_8N06786" "8L89637" "8N06786" 13
"8L89640_8M72678" "8L89640" "8M72678" 12
"8L89641_8M72987" "8L89641" "8M72987" 29
"8L89641_8N06781" "8L89641" "8N06781" 17
"8L89644_8M71226" "8L89644" "8M71226" 15
"8L89644_8N05714" "8L89644" "8N05714" 15
"8L89645_8M72633" "8L89645" "8M72633" 17
"8L89645_8M72897" "8L89645" "8M72897" 17
"8L89645_8N05717" "8L89645" "8N05717" 16
"8L89646_8M31863" "8L89646" "8M31863" 18
"8L89646_8M31865" "8L89646" "8M31865" 15
"8L89646_8M72707" "8L89646" "8M72707" 13
"8L89646_8M72708" "8L89646" "8M72708" 16
"8L89663_8N05423" "8L89663" "8N05423" 16
"8L89664_8L89663" "8L89664" "8L89663" 16
"8L89664_8M31634" "8L89664" "8M31634" 11
"8L89664_8M71310" "8L89664" "8M71310" 18
"8L89664_8M71531" "8L89664" "8M71531" 11
"8L89664_8N05851" "8L89664" "8N05851" 14
"8L89675_8M71406" "8L89675" "8M71406" 23
"8L89675_8M72611" "8L89675" "8M72611" 17
"8L89682_8M71295" "8L89682" "8M71295" 25
"8L89682_8N05438" "8L89682" "8N05438" 26
"8L89683_8N05841" "8L89683" "8N05841" 19
"8L89692_8M71216" "8L89692" "8M71216" 19
"8L89692_8M71217" "8L89692" "8M71217" 25
"8L89704_8M72617" "8L89704" "8M72617" 25
"8L89711_8M72980" "8L89711" "8M72980" 10
"8L89712_8M72955" "8L89712" "8M72955" 13
"8L89712_8M72956" "8L89712" "8M72956" 12
"8L89712_8M72957" "8L89712" "8M72957" 20
"8L89721_8M71077" "8L89721" "8M71077" 21
"8L89725_8M31353" "8L89725" "8M31353" 12
"8L89725_8N05708" "8L89725" "8N05708" 17
"8L89725_8N06930" "8L89725" "8N06930" 13
"8L89728_8M71283" "8L89728" "8M71283" 14
"8L89731_8M31265" "8L89731" "8M31265" 20
"8L89734_8M72987" "8L89734" "8M72987" 13
"8L89734_8N06781" "8L89734" "8N06781" 17
"8L89741_8M31327" "8L89741" "8M31327" 23
"8L89741_8M31941" "8L89741" "8M31941" 26
"8L89741_8M71300" "8L89741" "8M71300" 23
"8L89741_8N06922" "8L89741" "8N06922" 21
"8L89742_8M31320" "8L89742" "8M31320" 16
"8L89742_8M31568" "8L89742" "8M31568" 22
"8L89751_8M31356" "8L89751" "8M31356" 30
"8L89751_8M71205" "8L89751" "8M71205" 26
"8L89751_8M72602" "8L89751" "8M72602" 17
"8L89754_8L89669" "8L89754" "8L89669" 17
"8L89754_8L89689" "8L89754" "8L89689" 22
"8L89754_8M31940" "8L89754" "8M31940" 33
"8L89793_8M31374" "8L89793" "8M31374" 21
"8L89793_8M71211" "8L89793" "8M71211" 15
"8L89793_8M71212" "8L89793" "8M71212" 19
"8L89797_8M72898" "8L89797" "8M72898" 17
"8L89808_8L89858" "8L89808" "8L89858" 11
"8L89808_8L89859" "8L89808" "8L89859" 15
"8L89808_8M71063" "8L89808" "8M71063" 17
"8L89836_8M71210" "8L89836" "8M71210" 14
"8L89844_8M71216" "8L89844" "8M71216" 14
"8L89844_8M71217" "8L89844" "8M71217" 22
"8L89891_8N05905" "8L89891" "8N05905" 13
"8L89894_8M72951" "8L89894" "8M72951" 18
"8L89894_8M72954" "8L89894" "8M72954" 16
"8L89896_8M71530" "8L89896" "8M71530" 9
"8L89896_8M72623" "8L89896" "8M72623" 12
"8L89896_8M72648" "8L89896" "8M72648" 17
"8L89896_8N06393" "8L89896" "8N06393" 20
"8L89896_8N06394" "8L89896" "8N06394" 17
"8L89896_8N06508" "8L89896" "8N06508" 15
"8L89896_8N06766" "8L89896" "8N06766" 21
"8L89992_8N72500" "8L89992" "8N72500" 18
"8L89992_8N72644" "8L89992" "8N72644" 16
"8L89992_8N72650" "8L89992" "8N72650" 20
"8L89992_8N72651" "8L89992" "8N72651" 7
"8L89992_8N73204" "8L89992" "8N73204" 25
"8L89995_8M71667" "8L89995" "8M71667" 26
"8L89995_8M71673" "8L89995" "8M71673" 30
"8L89995_8N06112" "8L89995" "8N06112" 20
"8L89995_8N06114" "8L89995" "8N06114" 17
"8M31084_8M72245" "8M31084" "8M72245" 16
"8M31084_8M72248" "8M31084" "8M72248" 30
"8M31084_8M72249" "8M31084" "8M72249" 18
"8M31126_8L89049" "8M31126" "8L89049" 16
"8M31126_8M31164" "8M31126" "8M31164" 20
"8M31164_8N06040" "8M31164" "8N06040" 9
"8M31278_8M71552" "8M31278" "8M71552" 27
"8M31283_8N72627" "8M31283" "8N72627" 20
"8M31286_8M71061" "8M31286" "8M71061" 15
"8M31286_8M71096" "8M31286" "8M71096" 18
"8M31290_8M72668" "8M31290" "8M72668" 19
"8M31293_8M72970" "8M31293" "8M72970" 14
"8M31293_8N06969" "8M31293" "8N06969" 17
"8M31294_8M72975" "8M31294" "8M72975" 22
"8M31294_8M72976" "8M31294" "8M72976" 24
"8M31304_8M72955" "8M31304" "8M72955" 20
"8M31304_8M72956" "8M31304" "8M72956" 18
"8M31304_8M72957" "8M31304" "8M72957" 26
"8M31304_8N06510" "8M31304" "8N06510" 16
"8M31305_8N06580" "8M31305" "8N06580" 14
"8M31326_8M71227" "8M31326" "8M71227" 19
"8M31326_8M71231" "8M31326" "8M71231" 15
"8M31326_8M71232" "8M31326" "8M71232" 16
"8M31338_8M71313" "8M31338" "8M71313" 16
"8M31342_8M71512" "8M31342" "8M71512" 15
"8M31342_8M72745" "8M31342" "8M72745" 17
"8M31356_8M71093" "8M31356" "8M71093" 23
"8M31356_8N05702" "8M31356" "8N05702" 26
"8M31374_8M72606" "8M31374" "8M72606" 21
"8M31374_8N06786" "8M31374" "8N06786" 17
"8M31374_8N06787" "8M31374" "8N06787" 22
"8M31374_8N06798" "8M31374" "8N06798" 25
"8M31382_8M72924" "8M31382" "8M72924" 23
"8M31382_8N06333" "8M31382" "8N06333" 25
"8M31389_8N05418" "8M31389" "8N05418" 12
"8M31389_8N06801" "8M31389" "8N06801" 14
"8M31389_8N06802" "8M31389" "8N06802" 21
"8M31398_8M72681" "8M31398" "8M72681" 14
"8M31426_8N06528" "8M31426" "8N06528" 10
"8M31433_8M72736" "8M31433" "8M72736" 23
"8M31433_8M72737" "8M31433" "8M72737" 15
